测试套/软件包名,测试用例名,状态,日志文件,原因,负责人
nmon,oe_test_nmon_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/nmon/oe_test_nmon_01/2023-04-26-11:49:06.log,x86 fail,
nmon,oe_test_nmon_04,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/nmon/oe_test_nmon_04/2023-04-26-12:00:32.log,x86 fail,
numad,oe_test_service_numad,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/numad/oe_test_service_numad/2023-04-26-12:11:17.log,systemd启动失败，原因未知,黄烁
yelp-tools,oe_test_yelp-build,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/yelp-tools/oe_test_yelp-build/2023-04-27-06:19:02.log,x86 fail,
yelp-tools,oe_test_yelp-new,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/yelp-tools/oe_test_yelp-new/2023-04-27-06:25:27.log,x86 fail,
nvmetcli,oe_test_service_nvmet,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/nvmetcli/oe_test_service_nvmet/2023-04-26-12:12:04.log,Module nvmet not found,黄烁
ninja-build,oe_test_ninja-build_ninja,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/ninja-build/oe_test_ninja-build_ninja/2023-04-26-11:46:06.log,提示 grep: warning: stray \ before -导致返回值为1 实际结果无误,黄烁
perl-Date-Manip,oe_test_perl-Date-Manip_dm_date,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/perl-Date-Manip/oe_test_perl-Date-Manip_dm_date/2023-04-26-18:40:13.log,x86 fail,
FS_Device,oe_test_swap_close,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_swap_close/2023-04-28-14:23:32.log,x86 fail,
FS_Device,oe_test_raid_compress,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_raid_compress/2023-04-28-13:24:17.log,x86 fail,
FS_Device,oe_test_raid_react,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_raid_react/2023-04-28-13:40:43.log,x86 fail,
FS_Device,oe_test_swap_close_temp,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_swap_close_temp/2023-04-28-14:53:42.log,x86 fail,
FS_Device,oe_test_raid_auto_mount,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_raid_auto_mount/2023-04-28-12:54:08.log,x86 fail,
FS_Device,oe_test_dm_create,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_dm_create/2023-04-28-12:23:34.log,x86 fail,
FS_Device,oe_test_dm_info,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_dm_info/2023-04-28-12:53:45.log,x86 fail,
FS_Device,oe_test_snapshot_rw,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_snapshot_rw/2023-04-28-13:52:33.log,x86 fail,
FS_Device,oe_test_swap_auto_mount,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_swap_auto_mount/2023-04-28-13:53:22.log,x86 fail,
FS_Device,oe_test_snapshot_lvconvert,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_snapshot_lvconvert/2023-04-28-13:51:37.log,x86 fail,
FS_Device,oe_test_snapshot_dump,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_snapshot_dump/2023-04-28-13:50:11.log,x86 fail,
FS_Device,oe_test_raid_rm_ko,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_raid_rm_ko/2023-04-28-13:44:46.log,x86 fail,
FS_Device,oe_test_raid_faulty_2,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_raid_faulty_2/2023-04-28-13:29:20.log,Module md_mod not found,黄烁
FS_Device,oe_test_raid_faulty_w,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_raid_faulty_w/2023-04-28-13:40:08.log,Module md_mod not found,黄烁
FS_Device,oe_test_raid_faulty_1,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_raid_faulty_1/2023-04-28-13:28:46.log,Module md_mod not found,黄烁
FS_Device,oe_test_raid_faulty_rw,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_raid_faulty_rw/2023-04-28-13:31:16.log,Module md_mod not found,黄烁
FS_Device,oe_test_raid_faulty_add_device,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_raid_faulty_add_device/2023-04-28-13:30:33.log,Module md_mod not found,黄烁
FS_Device,oe_test_raid_faulty_3,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Device/oe_test_raid_faulty_3/2023-04-28-13:29:57.log,Module md_mod not found,黄烁
net-snmp,oe_test_net-snmp_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/net-snmp/oe_test_net-snmp_01/2023-04-26-11:06:20.log,x86 fail,
net-snmp,oe_test_net-snmp_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/net-snmp/oe_test_net-snmp_02/2023-04-26-11:08:12.log,x86 fail,
